date,cumulative_cases,adjusted_cumulative_cases,recoveries,deaths_daily,cumulative_deaths,active_cases,week_label,week_no,cumulative_tests,tests_daily,cases_daily,adjusted_cases_daily,perc_positive,test_thousand,weekly_tests,weekly_cases,tests_per_case,seven_day_tests,seven_day_positives,seven_day_average,case_fatality_rate,fatalities_seven_days,fatalities_seven_days_average,public_tests,private_tests,new_public_tests,new_private_tests,7_day_weekly_average,community_sceen_and_test,passive_case_finding,vaccinated_total,vaccinated_daily,non_sisonke_vaccination_total,vaccinated_sisonke,j_and_j,pfizer,vaccinations_7_day_average,fourteen_day_deaths_change,fourteen_day_cases_change,pk
25-10-2020,715868,0,646170,24,18968,50730,23 - 29 Oct,34,4697939,19997,1622,0,8.1%,81,,,,148461,12075,8.13%,2.6%,537,4.4%,2007675,2690264,9658,10339,1725,,,0,0,,,0,0,,-36.6,8.4,235
26-10-2020,716759,0,646721,40,19008,51030,24 - 29 Oct,34,4709403,11464,891,0,7.8%,78,,,,143423,11505,8.02%,2.7%,516,4.5%,2012146,2697257,4471,6993,1644,,,0,0,,,0,0,,-44.2,1.9,236
27-10-2020,717851,0,647833,45,19053,50965,24 - 29 Oct,34,4726875,17472,1092,0,6.3%,63,,,,145529,11547,7.93%,2.7%,397,3.4%,2016203,2710672,4057,13415,1650,,,0,0,,,0,0,,-56.0,2.6,237
28-10-2020,719714,0,648654,58,19111,51949,24 - 29 Oct,34,4752596,25721,1863,0,7.2%,72,,,,144713,11355,7.85%,2.7%,370,3.3%,2024582,2728014,8379,17342,1622,,,0,0,,,0,0,,-58.9,0.5,238
29-10-2020,721770,0,649935,53,19164,52671,24 - 29 Oct,34,4777609,25013,2056,0,8.2%,82,143938,11255,13,143938,11255,7.82%,2.7%,321,2.9%,2033674,2743935,9092,15921,1608,,,0,0,,,0,0,,-61.0,-3.6,239
30-10-2020,723682,0,653052,66,19230,51400,30 Oct - 5 N,35,4800823,23214,1912,0,8.2%,82,,,,143707,11270,7.84%,2.7%,339,3.0%,2042889,2757934,9215,13999,1610,,,0,0,,,0,0,,-53.9,0.3,240
31-10-2020,725452,0,654182,46,19276,51994,30 Oct - 5 N,35,4822973,22150,1770,0,8.0%,80,,,,145031,11206,7.73%,2.7%,332,3.0%,2051887,2771086,8998,13152,1601,,,0,0,,,0,0,,-49.0,-1.0,241
01-11-2020,726823,0,655330,135,19411,52082,30 Oct - 5 N,35,4842516,19543,1371,0,7.0%,70,,,,144577,10955,7.58%,2.7%,443,4.0%,2059279,2783237,7392,12151,1565,,,0,0,,,0,0,,-29.6,-7.9,242
02-11-2020,727595,0,657500,54,19465,50630,30 Oct - 5 N,35,4852918,10402,772,0,7.4%,74,,,,143515,10836,7.55%,2.7%,457,4.2%,2063363,2789555,4084,6318,1548,,,0,0,,,0,0,,-27.2,-7.9,243
03-11-2020,728836,0,659249,74,19539,50048,30 Oct - 5 N,35,4868610,15692,1241,0,7.9%,79,,,,141735,10985,7.75%,2.7%,486,4.4%,2067767,2800843,4404,11288,1569,,,0,0,,,0,0,,-17.6,-8.0,244
04-11-2020,730548,0,660185,46,19585,50778,30 Oct - 5 N,35,4893683,25073,1712,0,6.8%,68,,,,141087,10834,7.68%,2.7%,474,4.4%,2075398,2818285,7631,17442,1548,,,0,0,,,0,0,,-11.2,-12.1,245
05-11-2020,732414,0,671579,92,19677,41158,30 Oct - 5 N,35,4917625,23942,1866,0,7.8%,78,140016,10644,13,140016,10644,7.60%,2.7%,513,4.8%,2084132,2833493,8734,15208,1521,,,0,0,,,0,0,,-1.5,-12.8,246
06-11-2020,734175,0,675593,72,19749,38833,6-12 Nov,36,4940719,23094,1761,0,7.6%,76,,,,139896,10493,7.50%,2.7%,519,4.9%,2092941,2847778,8809,14285,1499,,,0,0,,,0,0,,-3.2,-13.4,247
07-11-2020,735906,0,678738,40,19789,37379,6-12 Nov,36,4963174,22455,1731,0,7.7%,77,,,,140201,10454,7.46%,2.7%,513,4.9%,2101213,2861961,8272,14183,1493,,,0,0,,,0,0,,-4.5,-13.4,248
08-11-2020,737278,0,679688,20,19809,37781,6-12 Nov,36,4980440,17266,1372,0,7.9%,79,,,,137924,10455,7.58%,2.7%,398,3.8%,2108871,2871569,7658,9608,1494,,,0,0,,,0,0,,-22.9,-9.1,249
09-11-2020,738525,0,680726,36,19845,37954,6-12 Nov,36,4993081,12641,1247,0,9.9%,99,,,,140163,10930,7.80%,2.7%,380,3.5%,2114495,2878586,5624,7017,1561,,,0,0,,,0,0,,-4.3,-5.3,250
10-11-2020,740254,0,683194,106,19951,37109,6-12 Nov,36,5010350,17269,1729,0,10.0%,100,,,,141740,11418,8.06%,2.7%,412,3.6%,2120693,2889657,6198,11071,1631,,,0,0,,,0,0,,11.4,0.6,251
11-11-2020,742394,0,686458,60,20011,35925,6-12 Nov,36,5037782,27432,2140,0,7.8%,78,,,,144099,11846,8.22%,2.7%,426,3.6%,2129474,2908308,8781,18651,1692,,,0,0,,,0,0,,32.7,5.3,252
12-11-2020,744732,0,690903,65,20076,33753,6-12 Nov,36,5063457,25675,2338,0,9.1%,91,145832,12318,12,145832,12318,8.45%,2.7%,399,3.2%,2138485,2924972,9011,16664,1760,,,0,0,,,0,0,,17.7,9.3,253
13-11-2020,746945,0,692177,77,20153,34615,13-19 Nov,37,5086887,23430,2213,0,9.4%,94,,,,146168,12770,8.74%,2.7%,404,3.2%,2147865,2939022,9380,14050,1824,,,0,0,,,0,0,,21.7,14.0,254
14-11-2020,749182,0,693261,53,20206,35715,13-19 Nov,37,5110384,23497,2237,0,9.5%,95,,,,147210,13276,9.02%,2.7%,417,3.1%,2156977,2953407,9112,14385,1897,,,0,0,,,0,0,,-5.9,21.2,255
15-11-2020,751024,0,693467,35,20241,37316,13-19 Nov,37,5130192,19808,1842,0,9.3%,93,,,,149752,13746,9.18%,2.7%,432,3.1%,0,0,0,0,1964,,,0,0,,,0,0,,-5.5,26.9,256
16-11-2020,752269,0,695496,73,20314,36459,13-19 Nov,37,5142947,12755,1245,0,9.8%,98,,,,149866,13744,9.17%,2.7%,469,3.4%,2170281,2972666,5272,7483,1963,,,0,0,,,0,0,,-3.5,25.1,257
17-11-2020,754256,0,696820,119,20433,37003,13-19 Nov,37,5160877,17930,1987,0,11.1%,111,,,,150527,14002,9.30%,2.7%,482,3.4%,2176791,2984086,6510,11420,2000,,,0,0,,,0,0,,1.7,29.2,258
18-11-2020,757144,0,701534,123,20556,35054,13-19 Nov,37,5189580,28703,2888,0,10.1%,101,,,,151798,14750,9.72%,2.7%,545,3.7%,2186868,3002712,10077,18626,2107,,,0,0,,,0,0,,6.2,38.6,259
19-11-2020,759658,0,702544,115,20671,36443,13-19 Nov,37,5214036,24456,2514,0,10.3%,103,150579,14926,10,150579,14926,9.91%,2.7%,595,4.0%,2196528,3017508,9660,14796,2132,,,0,0,,,0,0,,14.6,42.2,260
20-11-2020,762763,0,707040,88,20759,34964,20-26 Nov,38,5243055,29019,3105,0,10.7%,107,,,,156168,15818,10.13%,2.7%,606,3.8%,2208350,3034705,11822,17197,2260,,,0,0,,,0,0,,18.1,51.3,261
21-11-2020,765409,0,707784,86,20845,36780,20-26 Nov,38,5269062,26007,2646,0,10.2%,102,,,,158678,16227,10.23%,2.7%,639,3.9%,2218857,3050205,10507,15500,2318,,,0,0,,,0,0,,60.6,55.2,262
22-11-2020,767679,0,710099,58,20903,36677,20-26 Nov,38,5290966,21904,2270,0,10.4%,104,,,,160774,16655,10.36%,2.7%,662,4.0%,2228109,3062857,9252,12652,2379,,,0,0,,,0,0,,74.2,52.4,263
23-11-2020,769759,0,711195,65,20968,37596,20-26 Nov,38,5305343,14377,2080,0,14.5%,145,,,,162396,17490,10.77%,2.7%,654,3.7%,2235131,3070212,7022,7355,2499,,,0,0,,,0,0,,58.7,53.2,264
24-11-2020,772252,0,716444,115,21083,34725,20-26 Nov,38,5325631,20288,2493,0,12.3%,123,,,,164754,17996,10.92%,2.7%,650,3.6%,2243391,3082240,8260,12028,2571,,,0,0,,,0,0,,52.6,51.9,265
25-11-2020,775502,0,716444,118,21201,37857,20-26 Nov,38,5355068,29437,3250,0,11.0%,110,,,,165488,18358,11.09%,2.7%,645,3.5%,2253335,3101733,9944,19493,2623,,,0,0,,,0,0,,61.7,49.0,266
26-11-2020,778571,0,716444,88,21289,40838,20-26 Nov,38,5383078,28010,3069,0,11.0%,110,169042,18913,9,169042,18913,11.19%,2.7%,618,3.3%,2263885,3119193,10550,17460,2702,,,0,0,,,0,0,,53.0,48.1,267
27-11-2020,781941,0,722876,89,21378,37687,27 Nov-3 Dec,39,5350076,-33002,3370,0,-10.2%,-102,,,,107021,19178,17.92%,2.7%,619,3.2%,0,0,0,0,2740,,,0,0,,,0,0,,48.4,44.5,268
28-11-2020,785139,0,723347,61,21439,40353,27 Nov-3 Dec,39,5376488,26412,3198,0,12.1%,121,,,,107426,19730,18.37%,2.7%,594,3.0%,0,0,0,0,2819,,,0,0,,,0,0,,37.5,43.5,269
29-11-2020,787702,0,730633,38,21477,35592,27 Nov-3 Dec,39,5398951,22463,2563,0,11.4%,114,,,,107985,20023,18.54%,2.7%,574,2.9%,0,0,0,0,2860,,,0,0,,,0,0,,22.4,45.7,270
30-11-2020,790004,0,731242,58,21535,37227,27 Nov-3 Dec,39,5415565,16614,2302,0,13.9%,139,,,,110222,20245,18.37%,2.7%,567,2.8%,0,0,0,0,2892,,,0,0,,,0,0,,17.6,44.6,271
01-12-2020,792299,0,732531,109,21644,38124,27 Nov-3 Dec,39,5435824,20259,2295,0,11.3%,113,,,,110193,20047,18.19%,2.7%,561,2.8%,0,0,0,0,2864,,,0,0,,,0,0,,2.9,35.9,272
02-12-2020,796472,0,734305,65,21709,40458,27 Nov-3 Dec,39,5468670,32846,4173,0,12.7%,127,,,,113602,20970,18.46%,2.7%,508,2.4%,0,0,0,0,2996,,,0,0,,,0,0,,-14.6,40.5,273
03-12-2020,800872,0,739367,94,21803,39702,27 Nov-3 Dec,39,5500669,31999,4400,0,13.8%,138,117591,22301,5,117591,22301,18.96%,2.7%,514,2.3%,2330173,3170496,12723,19276,3186,,,0,0,,,0,0,,-15.2,41.0,274
04-12-2020,805804,0,740450,160,21963,43391,4 Dec-10 Dec,40,5534084,33415,4932,0,14.8%,148,,,,184008,23863,12.97%,2.7%,585,2.5%,2343777,3190307,13604,19811,3409,,,0,0,,,0,0,,-8.5,47.1,275
05-12-2020,810449,0,744298,104,22067,44084,4 Dec-10 Dec,40,5565928,31844,4645,0,14.6%,146,,,,189440,25310,13.36%,2.7%,628,2.5%,2356083,3209845,12306,19538,3616,,,0,0,,,0,0,,-5.1,52.0,276
06-12-2020,814565,0,744780,139,22206,47579,4 Dec-10 Dec,40,5592663,26735,4116,0,15.4%,154,,,,193712,26863,13.87%,2.7%,729,2.7%,2366763,3225900,10680,16055,3838,,,0,0,,,0,0,,11.5,53.6,277
07-12-2020,817878,0,745750,43,22249,49879,4 Dec-10 Dec,40,5611915,19252,3313,0,17.2%,172,,,,196350,27874,14.20%,2.7%,714,2.6%,2376157,3235758,9394,9858,3982,,,0,0,,,0,0,,9.8,54.9,278
08-12-2020,821889,0,753072,183,22432,46385,4 Dec-10 Dec,40,5640042,28127,4011,0,14.3%,143,,,,204218,29590,14.49%,2.7%,788,2.7%,2383722,3256320,7565,20562,4227,,,0,0,,,0,0,,22.2,61.2,279
09-12-2020,828598,0,754658,142,22574,51366,4 Dec-10 Dec,40,5690263,50221,6709,0,13.4%,134,,,,221593,32126,14.50%,2.7%,865,2.7%,2407819,3282444,12900,25300,4589,,,0,0,,,0,0,,40.0,69.9,280
10-12-2020,836764,0,756671,173,22747,57346,4 Dec-10 Dec,40,5735470,45207,8166,0,18.1%,181,234801,35892,7,234801,35892,15.29%,2.7%,944,2.6%,2426195,3309275,18376,26831,5127,,,0,0,,,0,0,,52.5,87.2,281
11-12-2020,845083,0,758373,205,22952,63758,11 Dec-17 De,41,5779544,44074,8319,0,18.9%,189,,,,245460,39279,16.00%,2.7%,989,2.5%,2443811,3335733,17616,26458,5611,,,0,0,,,0,0,,66.5,99.1,282
12-12-2020,852965,0,760118,154,23106,69741,11 Dec-17 De,41,5819755,40211,7882,0,19.6%,196,,,,253827,42516,16.75%,2.7%,1039,2.4%,2459186,3360569,15375,24836,6074,,,0,0,,,0,0,,81.0,112.3,283
13-12-2020,860964,0,761011,170,23276,76677,11 Dec-17 De,41,5859178,39423,7999,0,20.3%,203,,,,266515,46399,17.41%,2.7%,1070,2.3%,2474584,3384594,15398,24025,6628,,,0,0,,,0,0,,88.7,129.2,284
14-12-2020,866127,0,762746,175,23451,79930,11 Dec-17 De,41,5884227,25049,5163,0,20.6%,206,,,,272312,48249,17.72%,2.7%,1202,2.5%,2484742,3399485,10158,14891,6893,,,0,0,,,0,0,,114.3,140.7,285
15-12-2020,873679,0,764977,210,23661,85041,11 Dec-17 De,41,5920574,36347,7552,0,20.8%,208,,,,280532,51790,18.46%,2.7%,1229,2.4%,2502250,3418324,17508,18839,7399,,,0,0,,,0,0,,141.9,147.0,286
16-12-2020,883687,0,774585,166,23827,85275,11 Dec-17 De,41,5968692,48118,10008,0,20.8%,208,,,,278429,55089,19.79%,2.7%,1253,2.3%,2519678,3449014,17428,30690,7870,,,0,0,,,0,0,,143.8,147.0,287
17-12-2020,892813,0,780313,184,24011,88489,11 Dec-17 De,41,6011235,42543,9126,0,21.5%,215,275765,56049,5,275765,56049,20.32%,2.7%,1264,2.3%,2535938,3475297,16260,26283,8007,,,0,0,,,0,0,,116.1,134.9,288
18-12-2020,901538,0,783818,274,24285,93435,18 Dec-24 De,42,6051986,40751,8725,0,21.4%,214,,,,272442,56455,20.72%,2.7%,1333,2.4%,2550532,3501454,14594,26157,8065,,,0,0,,,0,0,,112.3,123.1,289
19-12-2020,912477,0,787782,254,24539,100156,18 Dec-24 De,42,6100373,48387,10939,0,22.6%,226,,,,280618,59512,21.21%,2.7%,1433,2.4%,2567297,3533076,16765,31622,8502,,,0,0,,,0,0,,96.6,121.5,290
20-12-2020,921922,0,793914,152,24691,103317,18 Dec-24 De,42,6140839,40466,9445,0,23.3%,233,,,,281661,60958,21.64%,2.7%,1415,2.3%,2584057,3556782,16760,23706,8708,,,0,0,,,0,0,,98.2,118.7,291
21-12-2020,930711,0,796346,216,24907,109458,18 Dec-24 De,42,6176683,35844,8789,0,24.5%,245,,,,292456,64584,22.08%,2.7%,1456,2.3%,2600394,3576289,16337,19507,9226,,,0,0,,,0,0,,84.8,118.3,292
22-12-2020,940212,0,808241,339,25246,106725,18 Dec-24 De,42,6215728,39045,9501,0,24.3%,243,,,,295154,66533,22.54%,2.7%,1585,2.4%,2615185,3600543,14791,24254,9505,,,0,0,,,0,0,,83.2,107.1,293
23-12-2020,954258,0,811372,411,25657,117229,18 Dec-24 De,42,6269776,54048,14046,0,26.0%,260,,,,301084,70571,23.44%,2.7%,1830,2.6%,2631138,3638638,15953,38095,10082,,,0,0,,,0,0,,93.9,96.6,294
24-12-2020,968563,0,822978,326,25983,119602,18 Dec-24 De,42,6325784,56008,14305,0,25.5%,255,314549,75750,4,314549,75750,24.08%,2.7%,1972,2.6%,2649451,3676333,18313,37695,10821,,,0,0,,,0,0,,99.4,92.9,295
25-12-2020,983359,0,830251,293,26276,126832,25 Dec-31 De,43,6378007,52223,14796,0,28.3%,283,,,,326021,81821,25.10%,2.7%,1991,2.4%,2669615,3708392,20164,32059,11689,,,0,0,,,0,0,,91.6,92.4,296
26-12-2020,994911,0,839194,245,26521,129196,25 Dec-31 De,43,6415824,37817,11552,0,30.5%,305,,,,315451,82434,26.13%,2.7%,1982,2.4%,2687151,3728673,17536,20281,11776,,,0,0,,,0,0,,85.2,77.7,297
27-12-2020,1004413,0,844874,214,26735,132804,25 Dec-31 De,43,6445318,29494,9502,0,32.2%,322,,,,304479,82491,27.09%,2.7%,2044,2.5%,2703151,3742167,16000,13494,11784,,,0,0,,,0,0,,70.0,71.0,298
28-12-2020,1011871,0,849974,336,27071,134826,25 Dec-31 De,43,6469025,23707,7458,0,31.5%,315,,,,292342,81160,27.76%,2.7%,2164,2.7%,2714068,3754957,10917,12790,11594,,,0,0,,,0,0,,76.1,56.7,299
29-12-2020,1021451,0,858456,497,27568,135427,25 Dec-31 De,43,6500482,31457,9580,0,30.5%,305,,,,284754,81239,28.53%,2.7%,2322,2.9%,2727119,3773363,13051,18406,11606,,,0,0,,,0,0,,85.3,47.5,300
30-12-2020,1039161,0,867597,465,28033,143531,25 Dec-31 De,43,6553761,53279,17710,0,33.2%,332,,,,283985,84903,29.90%,2.7%,2376,2.8%,2747340,3806421,20221,33058,12129,,,0,0,,,0,0,,88.0,51.5,301
31-12-2020,1057161,0,879671,436,28469,149021,25 Dec-31 De,43,6609208,55447,18000,0,32.5%,325,283424,88598,3,283424,88598,31.26%,2.7%,2486,2.8%,2769939,3839269,22599,32848,12657,,,0,0,,,0,0,,86.5,56.9,302
01-01-2021,1073887,0,887701,418,28887,157299,1-7 Jan,44,6659318,50110,16726,0,33.4%,334,,,,281311,90528,32.18%,2.7%,2611,2.9%,2790661,3868657,20722,29388,12933,,,0,0,,,0,0,,82.2,52.1,303
02-01-2021,1088889,0,897704,288,29175,162010,1-7 Jan,44,6706231,46913,15002,0,32.0%,320,,,,290407,93978,32.36%,2.7%,2654,2.8%,2814363,3891868,23702,23211,13425,,,0,0,,,0,0,,87.6,54.2,304
03-01-2021,1100748,0,903679,402,29577,167492,1-7 Jan,44,6742853,36622,11859,0,32.4%,324,,,,297535,96335,32.38%,2.7%,2842,3.0%,2833913,3908940,19550,17072,13762,,,0,0,,,0,0,,95.2,49.2,305
04-01-2021,1113349,0,911573,434,30011,171765,1-7 Jan,44,6780272,37419,12601,0,33.7%,337,,,,311247,101478,32.60%,2.7%,2940,2.9%,2850976,3929296,17063,20356,14497,,,0,0,,,0,0,,85.5,52.5,306
05-01-2021,1127759,0,920879,513,30524,176356,1-7 Jan,44,6828147,47875,14410,0,30.1%,301,,,,327665,106308,32.44%,2.7%,2956,2.8%,2869824,3958323,18848,29027,15187,,,0,0,,,0,0,,61.5,50.6,307
06-01-2021,1149591,0,929239,844,31368,188984,1-7 Jan,44,6898207,70060,21832,0,31.2%,312,,,,344446,110430,32.06%,2.7%,3335,3.0%,2896009,4002198,26185,43875,15776,,,0,0,,,0,0,,69.1,45.8,308
07-01-2021,1170590,0,938216,441,31809,200565,1-7 Jan,44,6967478,69271,20999,0,30.3%,303,358270,113429,3,358270,113429,31.66%,2.7%,3340,2.9%,2924158,4043320,28149,41122,16204,,,0,0,,,0,0,,67.8,38.6,309
08-01-2021,1192570,0,947919,616,32425,212226,8-14 Jan,45,7043680,76202,21980,0,28.8%,288,,,,384362,118683,30.88%,2.7%,3538,3.0%,2953614,4090066,29456,46746,16955,,,0,0,,,0,0,,78.5,44.0,310
09-01-2021,1214176,0,956712,399,32824,224640,8-14 Jan,45,7120847,77167,21606,0,28.0%,280,,,,414616,125287,30.22%,2.7%,3649,2.9%,2982263,4138584,28649,48518,17898,,,0,0,,,0,0,,78.5,51.9,311
10-01-2021,1231597,0,966368,339,33163,232066,8-14 Jan,45,7183893,63046,17421,0,27.6%,276,,,,441040,130849,29.67%,2.7%,3586,2.7%,3009229,4174664,26966,36080,18693,,,0,0,,,0,0,,65.7,61.2,312
11-01-2021,1246643,0,973265,416,33579,239799,8-14 Jan,45,7236389,52496,15046,0,28.7%,287,,,,456117,133294,29.22%,2.7%,3568,2.7%,3039805,4196584,30576,21920,19042,,,0,0,,,0,0,,53.7,64.1,313
12-01-2021,1259748,0,1019123,755,34334,206291,8-14 Jan,45,7287060,50671,13105,0,25.9%,259,,,,458913,131989,28.76%,2.7%,3810,2.9%,3067986,4219074,28181,22490,18856,,,0,0,,,0,0,,60.4,55.5,314
13-01-2021,1278303,0,1030930,806,35140,212233,8-14 Jan,45,7358741,71681,18555,0,25.9%,259,,,,460534,128712,27.95%,2.7%,3772,2.9%,3099451,4259290,31465,40216,18387,,,0,0,,,0,0,,51.7,45.3,315
14-01-2021,1296806,0,1049740,712,35852,211214,8-14 Jan,45,7433571,74830,18503,0,24.7%,247,466093,126216,4,466093,126216,27.08%,2.8%,4043,3.2%,3131783,4301788,32332,42498,18031,,,0,0,,,0,0,,54.8,39.4,316
15-01-2021,1311686,0,1062690,615,36467,212529,15-21 Jan,46,7498780,65209,14880,0,22.8%,228,,,,455100,119116,26.17%,2.8%,4042,3.4%,3163696,4335084,31913,33296,17017,,,0,0,,,0,0,,52.3,26.7,317
16-01-2021,1325659,0,1083978,384,36851,204830,15-21 Jan,46,7558774,59994,13973,0,23.3%,233,,,,437927,111483,25.46%,2.8%,4027,3.6%,3195491,4363283,31795,28199,15926,,,0,0,,,0,0,,41.7,15.7,318
17-01-2021,1337926,0,1098441,254,37105,202380,15-21 Jan,46,7613470,54696,12267,0,22.4%,224,,,,429577,106329,24.75%,2.8%,3942,3.7%,3222415,4391055,26924,27772,15190,,,0,0,,,0,0,,34.1,4.8,319
18-01-2021,1346936,0,1117452,344,37449,192035,15-21 Jan,46,7653371,39901,9010,0,22.6%,226,,,,416982,100293,24.05%,2.8%,3870,3.9%,3249631,4403740,27216,12685,14328,,,0,0,,,0,0,,30.9,-5.7,320
19-01-2021,1356716,0,1144857,839,38288,173571,15-21 Jan,46,7700019,46648,9780,0,21.0%,210,,,,412959,96968,23.48%,2.8%,3954,4.1%,3274345,4425674,24714,21934,13853,,,0,0,,,0,0,,18.6,-12.2,321
20-01-2021,1369426,0,1160412,566,38854,170160,15-21 Jan,46,7762073,62054,12710,0,20.5%,205,,,,403332,91123,22.59%,2.8%,3714,4.1%,3303521,4458552,29176,32878,13018,,,0,0,,,0,0,,11.2,-19.7,322
21-01-2021,1380807,0,1183443,647,39501,157863,15-21 Jan,46,7820613,58540,11381,0,19.4%,194,387042,84001,5,387042,84001,21.70%,2.9%,3649,4.3%,3335142,4485471,31621,26919,12000,,,0,0,,,0,0,,3.1,-29.2,323
22-01-2021,1392568,0,1201284,575,40076,151208,22-28 Jan,47,7882846,62233,11761,0,18.9%,189,,,,384066,80882,21.06%,2.9%,3609,4.5%,3369311,4513553,34169,28082,11555,,,0,0,,,0,0,,-1.1,-35.4,324
23-01-2021,1404839,0,1217492,498,40574,146773,22-28 Jan,47,7947007,64161,12271,0,19.1%,191,,,,388233,79180,20.39%,2.9%,3723,4.7%,3403081,4543926,33770,30373,11311,,,0,0,,,0,0,,3.8,-39.5,325
24-01-2021,1412986,0,1230520,300,40874,141592,22-28 Jan,47,7993126,46119,8147,0,17.7%,177,,,,379656,75060,19.77%,2.9%,3769,5.0%,3429285,4563841,26204,19915,10723,,,0,0,,,0,0,,5.6,-43.7,326
25-01-2021,1417537,0,1241421,243,41117,134999,22-28 Jan,47,8019239,26113,4551,0,17.4%,174,,,,365868,70601,19.30%,2.9%,3668,5.2%,3445389,4573850,16104,10009,10086,,,0,0,,,0,0,,-3.7,-46.5,327
26-01-2021,1423578,0,1254674,680,41797,127107,22-28 Jan,47,8058768,39529,6041,0,15.3%,153,,,,358749,66862,18.64%,2.9%,3509,5.2%,3470127,4588641,24738,14791,9552,,,0,0,,,0,0,,-7.0,-48.1,328
27-01-2021,1430648,0,1263476,753,42550,124622,22-28 Jan,47,8107833,49065,7070,0,14.4%,144,,,,345760,61222,17.71%,3.0%,3696,6.0%,3493566,4614267,23439,25626,8746,,,0,0,,,0,0,,-8.6,-51.5,329
28-01-2021,1437798,0,1272197,555,43105,122496,22-28 Jan,47,8156239,48406,7150,0,14.8%,148,335626,56991,6,335626,56991,16.98%,3.0%,3604,6.3%,3519171,4637068,25605,22801,8142,,,0,0,,,0,0,,-10.8,-52.2,330
29-01-2021,1443939,0,1284781,528,43633,115525,29 Jan-4 Feb,48,8203584,47345,6141,0,13.0%,130,,,,320738,51371,16.02%,3.0%,3557,6.9%,3544459,4659125,25288,22057,7339,,,0,0,,,0,0,,-11.7,-53.9,331
30-01-2021,1449236,0,1292921,318,43951,112364,29 Jan-4 Feb,48,8245124,41540,5297,0,12.8%,128,,,,298117,44397,14.89%,3.0%,3377,7.6%,3566611,4678513,22152,19388,6342,,,0,0,,,0,0,,-14.3,-58.2,332
31-01-2021,1453761,0,1299620,213,44164,109977,29 Jan-4 Feb,48,8279200,34076,4525,0,13.3%,133,,,,286074,40775,14.25%,3.0%,3290,8.1%,3586219,4692981,19608,14468,5825,,,0,0,,,0,0,,-15.0,-59.3,333
01-02-2021,1456309,0,1306022,235,44399,105888,29 Jan-4 Feb,48,8300749,21549,2548,0,11.8%,118,,,,281510,38772,13.77%,3.0%,3282,8.5%,3599355,4701394,13136,8413,5539,,,0,0,,,0,0,,-17.0,-60.0,334
02-02-2021,1458958,0,1318504,547,44946,95508,29 Jan-4 Feb,48,8329691,28942,2649,0,9.2%,92,,,,270923,35380,13.06%,3.1%,3149,8.9%,3613656,4716035,14301,14641,5054,,,0,0,,,0,0,,-15.2,-61.2,335
03-02-2021,1463016,0,1323680,398,45344,93992,29 Jan-4 Feb,48,8369287,39596,4058,0,10.2%,102,,,,261454,32368,12.38%,3.1%,2794,8.6%,3632022,4737265,18366,21230,4624,,,0,0,,,0,0,,-23.4,-61.5,336
04-02-2021,1466767,0,1327186,261,45605,93976,29 Jan-4 Feb,48,8400319,31032,3751,0,12.1%,121,244080,28969,8,244080,28969,11.87%,3.1%,2500,8.6%,3648189,4752130,16167,14865,4138,,,0,0,,,0,0,,-30.7,-64.2,337
05-02-2021,1470516,0,1335618,297,45902,88996,5-11 Feb,49,8436569,36250,3749,0,10.3%,103,,,,232985,26577,11.41%,3.1%,2269,8.5%,3668257,4768312,20068,16182,3797,,,0,0,,,0,0,,-39.1,-66.4,338
06-02-2021,1473700,0,1340497,278,46180,87023,5-11 Feb,49,8469756,33187,3184,0,9.6%,96,,,,224632,24464,10.89%,3.1%,2229,9.1%,3686174,4783582,17917,15270,3495,,,0,0,,,0,0,,-40.9,-67.4,339
07-02-2021,1476135,0,1360204,110,46290,69641,5-11 Feb,49,8495811,26055,2435,0,9.3%,93,,,,216611,22374,10.33%,3.1%,2126,9.5%,3699313,4796498,13139,12916,3196,,,0,0,,,0,0,,-42.0,-68.3,340
08-02-2021,1477511,0,1363947,183,46473,67091,5-11 Feb,49,8511410,15599,1376,0,8.8%,88,,,,210661,21202,10.06%,3.1%,2074,9.8%,3707512,4803898,8199,7400,3029,,,0,0,,,0,0,,-40.9,-68.3,341
09-02-2021,1479253,0,1367247,396,46869,65137,5-11 Feb,49,8538269,26859,1742,0,6.5%,65,,,,208578,20295,9.73%,3.2%,1923,9.5%,3717913,4820356,10401,16458,2899,,,0,0,,,0,0,,-48.0,-66.9,342
10-02-2021,1482412,0,1367247,276,47145,68020,5-11 Feb,49,8573464,35195,3159,0,9.0%,90,,,,204177,19396,9.50%,3.2%,1801,9.3%,3732667,4840797,14754,20441,2771,,,0,0,,,0,0,,-50.0,-66.0,343
11-02-2021,1484900,0,1377980,237,47382,59538,5-11 Feb,49,8605729,32265,2488,0,7.7%,77,205410,18133,11,205410,18133,8.83%,3.2%,1777,9.8%,3748764,4856965,16097,16168,2590,,,0,0,,,0,0,,-50.0,-64.7,344
12-02-2021,1487681,0,1383626,288,47670,56385,12-18 Feb,50,8641447,35718,2781,0,7.8%,78,,,,204878,17165,8.38%,3.2%,1768,10.3%,3767784,4873663,19020,16698,2452,,,0,0,,,0,0,,-47.6,-61.3,345
13-02-2021,1490063,0,1385996,151,47821,56246,12-18 Feb,50,8672596,31149,2382,0,7.6%,76,,,,202840,16363,8.07%,3.2%,1641,10.0%,3782995,4889601,15211,15938,2338,,,0,0,,,0,0,,-50.1,-59.9,346
